customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered,sentiment_label
2102,other,18-25,south,automobile,online,shopclues,2,late delivery and poor packaging.,negative,21,yes,yes,0
2103,male,26-35,west,beauty,online,snapdeal,1,customer service was unhelpful.,negative,61,no,yes,0
2105,other,18-25,south,automobile,online,jiomart,4,"amazing experience, highly recommend!",positive,26,yes,no,1
2107,other,26-35,south,beauty,online,meesho,1,customer service was unhelpful.,negative,32,yes,yes,0
2109,male,60+,east,fashion,online,ajio,5,very satisfied with the quality.,positive,5,yes,no,1
2110,male,60+,east,sports,online,boat,4,"amazing experience, highly recommend!",positive,50,no,no,1
2112,other,18-25,north,sports,online,reliance digital,5,great value for money.,positive,13,yes,no,1
2113,other,36-45,east,automobile,online,paytm mall,2,very disappointed with the quality.,negative,9,yes,yes,0
2115,other,18-25,central,electronics,online,croma,2,product stopped working after few days.,negative,27,yes,yes,0
2116,male,60+,south,sports,online,boat,5,great value for money.,positive,8,yes,no,1
2117,other,46-60,east,travel,online,shopclues,4,fast delivery and great packaging.,positive,40,yes,no,1
2118,female,60+,central,beauty,online,meesho,2,product stopped working after few days.,negative,41,yes,yes,0
2119,female,26-35,south,automobile,online,zepto,5,fast delivery and great packaging.,positive,59,no,no,1
2120,other,46-60,east,home & kitchen,online,nykaa,2,not worth the price.,negative,35,yes,yes,0
2122,other,18-25,east,home & kitchen,online,meesho,1,very disappointed with the quality.,negative,32,yes,yes,0
2125,other,26-35,east,groceries,online,boat,4,"amazing experience, highly recommend!",positive,20,yes,no,1
2126,male,46-60,east,electronics,online,shopclues,4,great value for money.,positive,71,no,no,1
2127,male,36-45,west,books,online,others,4,excellent product! exceeded expectations.,positive,62,no,no,1
2128,female,26-35,south,home & kitchen,online,snapdeal,4,very satisfied with the quality.,positive,38,yes,no,1
2129,male,26-35,south,home & kitchen,online,croma,2,customer service was unhelpful.,negative,58,no,yes,0
2130,male,46-60,south,automobile,online,tata cliq,5,great value for money.,positive,11,yes,no,1
2131,other,60+,south,fashion,online,facebook marketplace,2,customer service was unhelpful.,negative,54,no,yes,0
2132,other,46-60,north,fashion,online,facebook marketplace,2,not worth the price.,negative,14,yes,yes,0
2133,female,26-35,central,beauty,online,swiggy instamart,2,product stopped working after few days.,negative,59,no,yes,0
2134,female,36-45,south,fashion,online,zepto,4,very satisfied with the quality.,positive,18,yes,no,1
2135,female,18-25,south,travel,online,jiomart,4,fast delivery and great packaging.,positive,39,yes,no,1
2137,female,26-35,west,books,online,shopclues,5,"amazing experience, highly recommend!",positive,2,yes,no,1
2138,male,26-35,south,sports,online,jiomart,2,product stopped working after few days.,negative,14,yes,yes,0
2139,female,60+,south,beauty,online,amazon,1,late delivery and poor packaging.,negative,16,yes,yes,0
2141,other,18-25,south,fashion,online,swiggy instamart,2,customer service was unhelpful.,negative,56,no,yes,0
2142,other,26-35,central,fashion,online,flipkart,4,excellent product! exceeded expectations.,positive,70,no,no,1
2144,female,18-25,west,electronics,online,nykaa,5,excellent product! exceeded expectations.,positive,54,no,no,1
2145,female,26-35,east,automobile,online,tata cliq,4,"amazing experience, highly recommend!",positive,16,yes,no,1
2146,female,60+,north,automobile,online,ajio,4,"amazing experience, highly recommend!",positive,27,yes,no,1
2148,other,46-60,east,groceries,online,lenskart,4,"amazing experience, highly recommend!",positive,42,yes,no,1
2149,other,26-35,north,electronics,online,bigbasket,2,very disappointed with the quality.,negative,21,yes,yes,0
2150,other,36-45,central,fashion,online,shopclues,5,very satisfied with the quality.,positive,34,yes,no,1
2152,male,60+,south,travel,online,zepto,4,great value for money.,positive,44,yes,no,1
2153,other,60+,west,electronics,online,myntra,2,not worth the price.,negative,32,yes,yes,0
2154,female,36-45,south,automobile,online,snapdeal,2,late delivery and poor packaging.,negative,68,no,yes,0
2156,female,60+,south,books,online,amazon,4,great value for money.,positive,56,no,no,1
2157,female,60+,west,home & kitchen,online,others,5,excellent product! exceeded expectations.,positive,3,yes,no,1
2158,female,60+,east,sports,online,amazon,1,very disappointed with the quality.,negative,38,yes,yes,0
2159,other,36-45,west,books,online,croma,1,customer service was unhelpful.,negative,70,no,yes,0
2160,female,26-35,north,travel,online,myntra,1,late delivery and poor packaging.,negative,11,yes,yes,0
2161,other,18-25,south,automobile,online,myntra,1,late delivery and poor packaging.,negative,40,yes,yes,0
2162,male,26-35,south,groceries,online,amazon,5,great value for money.,positive,5,yes,no,1
2163,female,26-35,north,automobile,online,meesho,1,not worth the price.,negative,51,no,yes,0
2164,other,26-35,west,fashion,online,meesho,1,customer service was unhelpful.,negative,35,yes,yes,0
2165,other,60+,south,electronics,online,paytm mall,2,product stopped working after few days.,negative,18,yes,yes,0
2166,other,46-60,east,electronics,online,flipkart,5,very satisfied with the quality.,positive,5,yes,no,1
2167,male,26-35,central,beauty,online,tata cliq,5,fast delivery and great packaging.,positive,9,yes,no,1
2168,other,46-60,south,electronics,online,ajio,4,great value for money.,positive,70,no,no,1
2170,other,36-45,central,books,online,amazon,4,very satisfied with the quality.,positive,36,yes,no,1
2171,male,60+,south,groceries,online,jiomart,1,late delivery and poor packaging.,negative,67,no,yes,0
2173,other,36-45,west,groceries,online,snapdeal,1,customer service was unhelpful.,negative,5,yes,yes,0
2174,other,36-45,north,electronics,online,tata cliq,4,"amazing experience, highly recommend!",positive,17,yes,no,1
2176,other,46-60,north,electronics,online,swiggy instamart,5,fast delivery and great packaging.,positive,17,yes,no,1
2177,male,60+,central,automobile,online,nykaa,4,"amazing experience, highly recommend!",positive,69,no,no,1
2178,female,46-60,south,automobile,online,paytm mall,4,great value for money.,positive,37,yes,no,1
2179,female,26-35,east,automobile,online,bigbasket,1,not worth the price.,negative,17,yes,yes,0
2180,female,36-45,east,groceries,online,nykaa,2,customer service was unhelpful.,negative,32,yes,yes,0
2182,male,18-25,north,automobile,online,nykaa,5,very satisfied with the quality.,positive,45,yes,no,1
2183,female,36-45,south,groceries,online,swiggy instamart,4,excellent product! exceeded expectations.,positive,8,yes,no,1
2185,female,36-45,east,sports,online,paytm mall,4,great value for money.,positive,64,no,no,1
2186,male,46-60,central,automobile,online,lenskart,1,very disappointed with the quality.,negative,48,no,yes,0
2187,male,60+,east,sports,online,lenskart,4,fast delivery and great packaging.,positive,45,yes,no,1
2188,male,18-25,south,fashion,online,tata cliq,5,fast delivery and great packaging.,positive,27,yes,no,1
2189,female,36-45,south,beauty,online,amazon,2,not worth the price.,negative,65,no,yes,0
2191,female,60+,south,beauty,online,reliance digital,5,excellent product! exceeded expectations.,positive,14,yes,no,1
2192,female,36-45,east,sports,online,bigbasket,2,late delivery and poor packaging.,negative,3,yes,yes,0
2193,male,60+,central,travel,online,boat,4,great value for money.,positive,54,no,no,1
2194,male,26-35,central,books,online,lenskart,4,excellent product! exceeded expectations.,positive,57,no,no,1
2195,female,36-45,south,fashion,online,shopclues,2,product stopped working after few days.,negative,3,yes,yes,0
2196,other,60+,south,fashion,online,facebook marketplace,5,great value for money.,positive,36,yes,no,1
2197,male,36-45,west,fashion,online,flipkart,5,excellent product! exceeded expectations.,positive,18,yes,no,1
2198,other,26-35,west,automobile,online,shopclues,5,great value for money.,positive,15,yes,no,1
2199,female,36-45,west,beauty,online,nykaa,4,"amazing experience, highly recommend!",positive,64,no,no,1
2200,male,46-60,north,sports,online,flipkart,2,not worth the price.,negative,33,yes,yes,0
2201,female,60+,east,books,online,snapdeal,1,customer service was unhelpful.,negative,48,no,yes,0
2202,male,46-60,north,beauty,online,others,4,excellent product! exceeded expectations.,positive,24,yes,no,1
2203,male,18-25,central,sports,online,boat,4,very satisfied with the quality.,positive,49,no,no,1
2204,female,18-25,central,home & kitchen,online,paytm mall,2,late delivery and poor packaging.,negative,16,yes,yes,0
2205,female,60+,west,books,online,shopclues,1,not worth the price.,negative,31,yes,yes,0
2207,male,26-35,west,sports,online,nykaa,5,fast delivery and great packaging.,positive,14,yes,no,1
2208,other,26-35,east,books,online,flipkart,1,product stopped working after few days.,negative,33,yes,yes,0
2209,male,18-25,west,automobile,online,meesho,2,customer service was unhelpful.,negative,38,yes,yes,0
2210,male,18-25,south,electronics,online,reliance digital,2,late delivery and poor packaging.,negative,31,yes,yes,0
2211,other,46-60,east,books,online,tata cliq,1,late delivery and poor packaging.,negative,19,yes,yes,0
2212,other,46-60,central,groceries,online,amazon,5,"amazing experience, highly recommend!",positive,34,yes,no,1
2213,female,36-45,north,beauty,online,myntra,5,very satisfied with the quality.,positive,18,yes,no,1
2215,male,46-60,south,groceries,online,jiomart,2,customer service was unhelpful.,negative,21,yes,yes,0
2216,female,60+,north,home & kitchen,online,shopclues,4,fast delivery and great packaging.,positive,57,no,no,1
2217,female,60+,south,travel,online,swiggy instamart,5,"amazing experience, highly recommend!",positive,22,yes,no,1
2219,male,46-60,north,travel,online,swiggy instamart,5,"amazing experience, highly recommend!",positive,36,yes,no,1
2220,male,26-35,south,home & kitchen,online,paytm mall,1,not worth the price.,negative,39,yes,yes,0
2221,other,60+,central,home & kitchen,online,amazon,4,very satisfied with the quality.,positive,11,yes,no,1
2222,male,60+,south,beauty,online,reliance digital,4,"amazing experience, highly recommend!",positive,46,yes,no,1
2225,female,26-35,west,groceries,online,croma,1,product stopped working after few days.,negative,46,yes,yes,0
2226,female,46-60,central,groceries,online,nykaa,2,not worth the price.,negative,55,no,yes,0
2227,other,26-35,north,electronics,online,zepto,4,"amazing experience, highly recommend!",positive,35,yes,no,1
2228,other,46-60,west,sports,online,lenskart,1,late delivery and poor packaging.,negative,3,yes,yes,0
2229,male,60+,west,fashion,online,snapdeal,2,very disappointed with the quality.,negative,49,no,yes,0
2231,female,18-25,central,beauty,online,reliance digital,1,customer service was unhelpful.,negative,44,yes,yes,0
2232,male,18-25,south,fashion,online,nykaa,5,great value for money.,positive,70,no,no,1
2233,other,60+,east,beauty,online,lenskart,5,fast delivery and great packaging.,positive,24,yes,no,1
2234,male,18-25,west,groceries,online,ajio,2,customer service was unhelpful.,negative,45,yes,yes,0
2235,female,36-45,east,groceries,online,jiomart,2,product stopped working after few days.,negative,61,no,yes,0
2237,male,36-45,south,groceries,online,lenskart,5,"amazing experience, highly recommend!",positive,30,yes,no,1
2238,male,18-25,west,fashion,online,croma,1,product stopped working after few days.,negative,53,no,yes,0
2239,female,60+,north,home & kitchen,online,flipkart,1,not worth the price.,negative,70,no,yes,0
2240,other,46-60,east,groceries,online,myntra,4,"amazing experience, highly recommend!",positive,28,yes,no,1
2241,male,26-35,west,books,online,zepto,4,great value for money.,positive,37,yes,no,1
2242,female,46-60,central,travel,online,bigbasket,4,"amazing experience, highly recommend!",positive,26,yes,no,1
2244,male,36-45,south,groceries,online,jiomart,2,very disappointed with the quality.,negative,54,no,yes,0
2245,other,60+,north,groceries,online,amazon,1,customer service was unhelpful.,negative,2,yes,yes,0
2247,female,26-35,east,beauty,online,meesho,1,late delivery and poor packaging.,negative,51,no,yes,0
2248,male,60+,east,travel,online,amazon,1,product stopped working after few days.,negative,34,yes,yes,0
2250,female,18-25,west,automobile,online,meesho,5,excellent product! exceeded expectations.,positive,8,yes,no,1
2251,female,26-35,east,home & kitchen,online,zepto,4,fast delivery and great packaging.,positive,26,yes,no,1
2253,male,60+,north,beauty,online,zepto,1,product stopped working after few days.,negative,20,yes,yes,0
2254,female,46-60,east,automobile,online,ajio,1,customer service was unhelpful.,negative,25,yes,yes,0
2255,male,36-45,north,books,online,tata cliq,1,customer service was unhelpful.,negative,64,no,yes,0
2256,other,26-35,south,sports,online,lenskart,4,fast delivery and great packaging.,positive,41,yes,no,1
2257,other,18-25,west,sports,online,tata cliq,5,excellent product! exceeded expectations.,positive,66,no,no,1
2258,female,60+,north,books,online,tata cliq,4,excellent product! exceeded expectations.,positive,30,yes,no,1
2259,male,36-45,central,sports,online,amazon,1,customer service was unhelpful.,negative,38,yes,yes,0
2260,other,36-45,east,electronics,online,paytm mall,2,product stopped working after few days.,negative,44,yes,yes,0
2263,male,26-35,east,electronics,online,others,1,customer service was unhelpful.,negative,29,yes,yes,0
2266,male,60+,central,travel,online,meesho,2,not worth the price.,negative,69,no,yes,0
2268,other,18-25,west,sports,online,reliance digital,5,fast delivery and great packaging.,positive,13,yes,no,1
2269,male,36-45,south,travel,online,paytm mall,1,late delivery and poor packaging.,negative,48,no,yes,0
2270,other,46-60,east,fashion,online,paytm mall,4,excellent product! exceeded expectations.,positive,64,no,no,1
